,County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,SNAP,Location Points
201,Erie,Kwilos Farm Farm Stand,7678 Erie Rd.  Derby,7678 Erie Rd.,Derby,NY,14074,Joseph Kwilos,7165496201.0,,"Mon-Sat  9am-6pm, Saturday  10am-6pm",May 10-October 31,Y,P/M,42.67729,-79.02178,N,"(42.67729, -79.02178)"
202,Erie,MAP BFNC Mobile Market,"Moot Community Center Parking lot, 292 High Street Buffalo",292 High Street,Buffalo,NY,14204,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Thursday 10am-Noon,June 7-October 27,Y,M,42.900290000000005,-78.85812,Y,"(42.90029, -78.85812)"
203,Erie,MAP BPMC Mobile Market,342 Clinton St.  Buffalo  Bennett Park Montessori Center,342 Clinton St.,Buffalo,NY,14204,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Wednesday 11am-1pm,"6/20, 7/18, 8/15, TBD",Y,M,42.88333,-78.86179,N,"(42.88333, -78.86179)"
204,Erie,MAP CCIRS Mobile Market,20 Herkimer St.  Buffalo Catholic Charities Immigration & Refugee Services,20 Herkimer St.,Buffalo,NY,14213,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Wednesday 11am-1pm,"Monthly, 2nd Wednesday",Y,M,42.91332,-78.89357,N,"(42.91332, -78.89357)"
205,Erie,MAP CCSI Mobile Market,1783 Main St.  Buffalo Canisius College Sustainability Initiative,1783 Main Street,Buffalo,NY,14202,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Wednesday 11am-1pm,"6/27, 7/25, 8/22, 9/26, 10/24",Y,M,42.88487,-78.87472,N,"(42.88487, -78.87472)"
206,Erie,MAP ELIM Mobile Market,"Parking lot 70 Chalmers Ave. Buffalo, btw Holden St & Filmore Ave.",70 Chalmers Avenue,Buffalo,NY,14214,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Thursday  4pm-6pm,June 7-October 26,Y,M,42.93779,-78.83581,Y,"(42.93779, -78.83581)"
207,Erie,MAP Evergreen Lofts Mobile Market,392 Genesee St.  Buffalo,392 Genesee Street,Buffalo,NY,14204,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Wednesday 11am-1pm,"6/6, 8/1, 9/5, 10/3",Y,M,42.89352,-78.86055999999999,N,"(42.89352, -78.86056)"
208,Erie,MAP Farm Stand,387 Massachusetts Ave. Buffalo,389 Massachusetts Ave.,Buffalo,NY,14213,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Wednesday  4pm-6pm,June 7-October 25,Y,M,42.9128,-78.88774000000001,Y,"(42.9128, -78.88774)"
209,Erie,MAP Salvation Army Mobile Market,Parking lot 960 Main St. at High St. Buffalo,960 Main Street,Buffalo,NY,14202,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Tuesday 11am-1pm,June 1-October 27,Y,M,42.900079999999996,-78.87024,Y,"(42.90008, -78.87024)"
210,Erie,MAP TPC Mobile Market,319 Northland Ave.  Buffalo Tabernacle of Praise Church,319 Northland Ave.,Buffalo,NY,14208,Danielle Rovillo,7168825327.0,http://www.mass-ave.org,Friday  11am-1pm,June 4-October 31,Y,M,42.91916,-78.84815,N,"(42.91916, -78.84815)"
211,Erie,North Buffalo Farmers' Market,780 Parkside Ave.,780 Parkside Avenue,Buffalo,NY,14216,Joann Steinmetz,7168361361.0,http://www.northbuffalofarmersmarket.com,Thursday  4pm-7pm,June 21-October 25,Y,M,42.95173,-78.84796999999999,Y,"(42.95173, -78.84797)"
212,Erie,Peaceful Soul Farmers' Market,11359 Southwestern Blvd (Native Pride) Irving,11359 Southwestern Blvd,Irving,NY,14081,Azalia Garlow,7169037066.0,http://www.peacefulsoulfarmersmarket.com,Tuesday  9am-3pm,June 5-October 30,Y,M,42.57394,-79.09044,Y,"(42.57394, -79.09044)"
213,Erie,Springville Farmers' Market,Gentner Auction 341 W. Main St. (Rt. 39),341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198.0,https://www.facebook.com/GENTNERSCOMMISSIONMARKET/,Wednesday  7am-3pm,Year-round,Y,YR,42.50906,-78.67989,N,"(42.50906, -78.67989)"
214,Erie,Tonawanda Community Farmers' Market,13 Young St.  Tonawanda,13 Young Street,Tonawanda,NY,14150,Charles Gilbert,7166958646.0,http://www.tonawandacity.com,Sunday  10am-2pm,May 6-October 14,Y,P/M,43.02036,-78.87628000000001,N,"(43.02036, -78.87628)"
215,Erie,Westside Farm Stand,246 Normal Ave. Buffalo,246 Normal Ave.,Buffalo,NY,14213,Carrie Nader,7163616591.0,http://www.westsidetilth.com,Tue/Fri  4pm-7pm,June 5-October 30,Y,M,42.90687,-78.88899,Y,"(42.90687, -78.88899)"
216,Erie,Williamsville Mill Farmers' Market,"Amherst Town Hall Parking Lot, 5583 Main St.",5583 Main St,Williamsville,NY,14221,Ellie Grenauer,7169846572.0,http://www.williamsvillefarmersmarket.com,Saturday  8am-1pm,May 19-October 27,Y,P/M,42.962438,-78.745756,N,"(42.962438, -78.745756)"
217,Essex,Daughters 5 Farm Stand,2615 Route 9  Crown Point,2615 Route 19,Crown Point,NY,12928,Robert Burroughs,5185974489.0,,Daily  10am-6pm,June-October,Y,M,43.95838,-73.43036,N,"(43.95838, -73.43036)"
218,Essex,Drinkwine Produce Farm Stand,Route 9N & 22 Street Road Ticonderoga,Route 9N and 22 Street Road,Ticonderoga,NY,12883,Henry Drinkwine,5185856346.0,,Daily  10am-6pm,June 1-October 15,Y,M,43.880320000000005,-73.44955,N,"(43.88032, -73.44955)"
219,Essex,Elizabethtown Farmers' Market,"7590 Court St., Behind Adirondack Center Museum",7590 Court St,Elizabethtown,NY,12932,Vicky Rayl,5186517680.0,http://www.adirondackfarmersmarket.com,Friday  9am-1pm,June 1-October 5,Y,M,44.21552,-73.59168000000001,N,"(44.21552, -73.59168)"
220,Essex,Keene Farmers Market,Rt. 73 Marcy Airfield 1 mi South of Rt. 9N jct.,2253 State Route 73,Keene Valley,NY,12943,Vicky Rayl,5186517680.0,http://www.adirondackfarmersmarket.com,Sunday  9:30am-2pm,June 17-October 7,Y,M,44.22067,-73.78560999999999,N,"(44.22067, -73.78561)"
221,Essex,Lake Placid Farmers' Market,Jewtraw Park on Station Street,Jewtraw Park,Lake Placid,NY,12946,Jacob Vennie Vollrath,5182172495.0,http://www.ausablevalleygrangefarmersmarkets.com/,Wed 2pm-6pm,June 13-October 10,Y,M,44.29253,-73.98841999999999,Y,"(44.29253, -73.98842)"
222,Essex,Ticonderoga Farmers' Market,1114 Wicker Street near Walmart entrance,1114 Wicker Street,Ticonderoga,NY,12883,Katelyn Chevier,5185856619.0,,Saturday  10am-1pm,July 7-October 13,Y,M,43.85688,-73.43642,N,"(43.85688, -73.43642)"
223,Essex,Willsboro Farmers' Market,Route 22 South of Champlain National Bank,3900 NY Rt 22,Willsboro,NY,12996,Vicky Rayl,5186517680.0,http://www.adirondackfarmersmarket.com,Thursday  9am-1pm,June 14-September 6,Y,M,44.36971,-73.395629,N,"(44.36971, -73.395629)"
224,Franklin,Chateaugay Lake Farmers' Market,"Hollywood Inn Lawn, 4939 State Rt 374  Merrill",4939 State Route 374,Merrill,NY,12955,Vicky Rayl,5186517680.0,http://www.adirondackfarmersmarket.com,Saturday  10am-2pm,June 23-September 1,Y,M,44.78327,-73.98388,N,"(44.78327, -73.98388)"
225,Franklin,JCEO MM-4 Corners,636 State Rte 374   Brainardsville,6360 STATE ROUTE 374,Brainardsvill,NY,12915,Bruce Garcia,5185616310.0,https://www.jceo.org/,Friday  12:30pm-2:30pm,June 22-September 7,Y,M,44.858090000000004,-74.0333,N,"(44.85809, -74.0333)"
226,Franklin,JCEO MM-Dept. of Social Services,184 Finney Blvd Malone,184 Finney Blvd,Malone,NY,12953,Bruce Garcia,5185616310.0,https://www.jceo.org/,Friday  10am-12pm,June 22-September 7,Y,M,44.83873,-74.30102,N,"(44.83873, -74.30102)"
227,Franklin,JCEO MM-Franklin Co Courthouse,355 W Main St.  Malone,355 W Main St.,Malone,NY,12953,Bruce Garcia,5185616310.0,https://www.jceo.org/,Monday  10am-12pm,June 18-September 3,Y,M,44.84882,-74.29518,N,"(44.84882, -74.29518)"
228,Franklin,JCEO MM-McCadam Cheese,23 Collins Ave. Chateaugay,23 Collins Ave,Chateaugay,NY,12920,Bruce Garcia,5185616310.0,https://www.jceo.org/,Thursday  10am-12pm,June 21-September 5,Y,M,44.92342,-74.07842,N,"(44.92342, -74.07842)"
229,Franklin,JCEO MM-Owls Head,Former Catholic Chruch 	197 Rte 27 Owls Head,1977 COUNTY ROUTE27,Owls Head,NY,12969,Bruce Garcia,5185616310.0,https://www.jceo.org/,Wed  12:30pm-2:30pm,June 20-September 5,Y,M,44.69206,-74.11341,N,"(44.69206, -74.11341)"
230,Franklin,JCEO MM-Rainbow Park,2478 Rte 37 (Chateaugay St) Fort Covington,2478 Rte 37,Fort Covington,NY,12937,Bruce Garcia,5185616310.0,https://www.jceo.org/,Tuesday  12:30pm-2:30pm,June 19-September 4,Y,M,44.98837,-74.49625,N,"(44.98837, -74.49625)"
231,Franklin,JCEO MM-Tallon's Parking Lot,20 Maple St. Constable,20 Maple St.,Constable,NY,12926,Bruce Garcia,5185616310.0,https://www.jceo.org/,Monday  12:30pm-2:30pm,June 18-September 3,Y,M,44.9233,-74.29372,N,"(44.9233, -74.29372)"
232,Franklin,JCEO MM-The Village Market,826 Depot St. Burke,826 Depot St.,Burke,NY,12917,Bruce Garcia,5185616310.0,https://www.jceo.org/,Thursday  12:30pm-2:30pm,June 18-September 7,Y,M,44.90293,-74.16891,N,"(44.90293, -74.16891)"
233,Franklin,JCEO MM-UVM Alice Hyde,123 Park St. Malone,123 Park St.,Malone,NY,12953,Bruce Garcia,5185616310.0,https://www.jceo.org/,Wed  10am-12pm,June 20-September 5,Y,M,44.85654,-74.29186999999999,N,"(44.85654, -74.29187)"
234,Franklin,JCEO MM-Yando's Parking Lot,619 E. Main st. Malone,619 E.Main st.,Malone,NY,12953,Bruce Garcia,5185616310.0,https://www.jceo.org/,Tuesday  10am-12pm,June 19-September 4,Y,M,44.85025,-74.27794,N,"(44.85025, -74.27794)"
235,Franklin,Malone Farmers' Market,27 Airport Rd.  Pavilion at Marcy Airfield,27 Airport Road,Malone,NY,12953,Vicky Rayl,5186517680.0,http://www.adirondackfarmersmarket.com,Wed  12pm-4:30pm,June 6-October 10,Y,M,44.84733,-74.32773,Y,"(44.84733, -74.32773)"
236,Franklin,Saranac Lake Village Farmers' Market,"Riverside Park , Corner of Main St. & Route 3",8 Lake Flower Lane,Saranac Lake,NY,12983,Jacob Vennie Vollrath,5182172495.0,http://www.ausablevalleygrangefarmersmarkets.com/,Saturday  9am-2pm,June 2-October 20,Y,M,44.32503,-74.13178,Y,"(44.32503, -74.13178)"
237,Franklin,Tupper Lake Farmers' Market,Wild Center Museum 46 Museum Dr,46 Museum Dr,Tupper Lake,NY,12986,Vicky Rayl,5186517680.0,http://www.adirondackfarmersmarket.com,Thursday  10am-2pm,June 7-September 20,Y,M,44.219559999999994,-74.43693,N,"(44.21956, -74.43693)"
238,Franklin,Whitten Family Farm Stand-The Hub,320 Park St.  Tupper Lake,320 Park Street,Tupper Lake,NY,12986,Cherie Whitten,3153285559.0,http://www.whittenfamilyfarm.com,Thu/Fri  12pm-7pm,May 31-October 26,Y,P/M,44.22528,-74.44821,N,"(44.22528, -74.44821)"
239,Fulton,Caroga Lake Farmers' Market,Route 29A  Caroga Lake,Route 29A,Caroga Lake,NY,12032,Michael Tillson,5188829306.0,http://www.fmfma.org,Friday  3pm-6pm,June 29-September 14,Y,M,43.17396,-74.51805999999999,N,"(43.17396, -74.51806)"
240,Fulton,Gloversville Farmers' Market,Elm Street Pavilion,9 Elm Street,Gloversville,NY,12078,Michael Tillson,5188829306.0,http://www.fmfma.org,Sat  8:30am-12:30pm,May 5-October 20,Y,P/M,43.052603999999995,-74.34579599999999,Y,"(43.052604, -74.345796)"
241,Fulton,Johnstown Farmers' Market,City Park West Main St.,Main and William,Johnstown,NY,12095,Michael Tillson,5188829306.0,http://www.fmfma.org,Tuesday  3pm-6pm,June 12-October 16,Y,M,43.00636,-74.37420999999999,Y,"(43.00636, -74.37421)"
242,Fulton,Northville Friday Farmers' Market,"Waterfront Park, S. Main St.",162 South Main St,Northville,NY,12134,Wendy Reu,5188634211.0,http://www.villageofnorthville.com/attraction/northville-farmers-market/,Friday  2pm-5pm,May-Mid-October,Y,P/M,43.22568,-74.17102,N,"(43.22568, -74.17102)"
243,Fulton,Northville Tues Farmers' Market,412 South Main Street Waterfront Park,412 South Main Street,Northville,NY,12134,Wendy Reu,5188634211.0,http://www.visitsacandaga.com/northville-farmers-market/,Tuesday 2pm-5pm,July-September,N,M,43.22146,-74.16971,N,"(43.22146, -74.16971)"
244,Fulton,West's Homegrown Produce FS,72 Hill St.  Gloversville,72 Hill Street,Gloversville,NY,12078,Dale West,3157623548.0,http://www.fishermanstable.com,Mon-Thu  2pm-5pm,August 1-October 31,Y,M,43.03791,-74.34657,N,"(43.03791, -74.34657)"
245,Fulton,West's Homegrown Produce FS 2,22 West Main St.  Johnstown,22 West Main Street,Johnstown,NY,12095,Dale West,3157623548.0,http://www.fishermenstable.com,Mon-Sat  10am-1pm,August 1-October 31,Y,M,43.0064,-74.37191,N,"(43.0064, -74.37191)"
246,Genesee,Genesee Country Farmers' Market Friday,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Sharon Brent,7165600853.0,,Fri  9am-4pm,June 8-October 26,Y,M,42.99905,-78.18151,Y,"(42.99905, -78.18151)"
247,Genesee,Genesee Country Farmers' Market Thursday,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Sharon Brent,7165600853.0,,Thursday 9am-4pm,June 8-October 26,Y,M,42.99905,-78.18151,Y,"(42.99905, -78.18151)"
248,Genesee,Genesee Country Farmers' Market Tuesday,Bank St. at Alva Place Batavia,Bank St and Alva Place,Batavia,NY,14020,Sharon Brent,7165600853.0,,Tuesday 9am-4pm,June 8-October 26,Y,M,42.99905,-78.18151,Y,"(42.99905, -78.18151)"
249,Genesee,Leon Halat Jr Farm Stand,8282 Park Rd. Batavia,8282 Park Rd.,Batavia,NY,14020,Leon Halat Jr,7164744573.0,,Tue-Sat  9am-5pm,Year-round,Y,YR,43.01245,-78.2021,N,"(43.01245, -78.2021)"
250,Genesee,LeRoy Farmers' Market,Trigon Park Route 5 (Main St.),Trigon Park,Le Roy,NY,14482,Mary Margaret Ripley,5852972441.0,http://www.leroyfarmersmarket.wordpress.com,Saturday  9am-12:30pm,June 16-September 29,Y,M,42.97756,-77.98592,N,"(42.97756, -77.98592)"
251,Greene,Black Horse Farms Farm Stand,10094 Rt. 9W,10094 Rte 9W,Athens,NY,12015,Chellie Apa,5187318776.0,http://www.blackhorsefarms.com,Daily  9am-5pm,March 24-December 24,Y,W/P/M/X,42.306340000000006,-73.85043,N,"(42.30634, -73.85043)"
252,Greene,Bulich Creekside Farm Farm Stand,1682 Route 23B  Leeds,1682 Route 23B,Leeds,NY,12451,Ron Bulich,5185885320.0,,"Mon-Fri  12pm-6pm, Sat/Sun 10am-6pm",June-October,Y,M,42.26297,-73.92541,N,"(42.26297, -73.92541)"
253,Greene,Catskill Farmers' & Artisans Market,Dutchmans Landing Park 344 Main St. Catskill,344 Main St.,Catskill,NY,12414,Donna Christensen,5187198244.0,http://www.catskillcommunitycenter.org,Friday  4pm-7pm,June 8-September 14,Y,M,42.21821,-73.86506999999999,N,"(42.21821, -73.86507)"
254,Greene,Fromer Market Gardens Farm Stand,6120 Main St.  Tannersville,6120 Main Street,Tannersville,NY,12485,Zach Kalas,5185895050.0,,Saturday  9am-3pm,Year-round,Y,YR,42.19546,-74.13889,N,"(42.19546, -74.13889)"
255,Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion,State Route 30 and Elliot Ln,Speculator,NY,12164,Donna Benkovich,5185484521.0,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 21-September 13,Y,M,43.496790000000004,-74.36073,N,"(43.49679, -74.36073)"
256,Herkimer,Dolgeville Farmers' Market,Village Pavilion on S. Helmer Ave.,South Helmer Avenue,Dolgeville,NY,13329,Barbara Campbell,3154293548.0,https://www.facebook.com/DolgevilleFarmersMarket/,Saturday  9am-1pm,May 26-October 27,Y,P/M,43.100570000000005,-74.7755,N,"(43.10057, -74.7755)"
257,Herkimer,Dolgeville WINTER Farmers'  Market,78 South Main Street Askarada Place,78 South Main Street,Dolgeville,NY,13329,Dean Foreman,5187289602.0,,"1st and 3rd Sats  9am-1pm, Sats weekly in December",January-April,N,W/P,43.09993,-74.77387,N,"(43.09993, -74.77387)"
258,Herkimer,Exeter Park Village Farm Stand,67 South St.  West Winfield,67 South Street,West Winfield,NY,13491,David or Cynthia Ball,3159823589.0,http://www.exeterparkproduceandgarlic.com,"Tue/Wed/Thu  10am-1pm, Sat/Sun  1pm-5pm",June 18-October 15,Y,M,42.87912,-75.19255,N,"(42.87912, -75.19255)"
259,Herkimer,Herkimer Farmers' Market,"HomeLife at Folts-Claxton, 104 North Washington St",104 North Washington Street,Herkimer,NY,13350,Rose Burroughs,3158666964.0,,Monday  3pm-7pm,June 18-September 24,Y,M,43.026959999999995,-74.98528,N,"(43.02696, -74.98528)"
260,Herkimer,Ilion Farmers' Market,437 Otsego St. (State Rt 51 S),437 Otsego St. (State Rt 51 S),Ilion,NY,13357,William Richards,3158953000.0,,"Sunday 12pm-4pm, Thursday 12pm-6pm, Fri/Sat 10am-6pm",Year-round,Y,YR,43.00177,-75.04566,N,"(43.00177, -75.04566)"
261,Herkimer,Juliano's Farm Market FS,2365 State Route 5 Utica,2365 State Route 5,Utica,NY,13502,Deborah E Juliano,3157230022.0,,"Mon-Sat 8am-6pm, Sunday 8am-4pm",April 9-November 1,Y,P/M,43.09608,-75.14626,N,"(43.09608, -75.14626)"
262,Herkimer,Little Falls Farmers' & Flea Market,M&T Bank parking lot  Albany St.,Albany Street and 2nd Street,Little Falls,NY,13365,Mary Davis,3158662619.0,,Saturday  8am-12pm,May 5-October 27,Y,P/M,43.042840000000005,-74.85828000000001,N,"(43.04284, -74.85828)"
263,Herkimer,Little Falls WINTER Farmers Market,Travelodge 20 Albany St.,20 Albany St.,Little Falls,NY,13365,Michael Skwara,3159850088.0,,2nd & 4th Sat  9am-1pm,November-April,N,M/X/W/P,43.042006,-74.859812,N,"(43.042006, -74.859812)"
264,Herkimer,MAWS Farm Stand,7342 Main Street Newport,7342 Main Street,Newport,NY,13416,Michael Skwara,3159850088.0,http://www.mawsfarm.com,"Mon-Sat  9am-6pm, Sunday  10am-6pm, hours change November",Year-round,Y,YR,43.18096,-75.01054,Y,"(43.18096, -75.01054)"
265,Herkimer,Mohawk Farmers' Market,Weller Park 41 E Main St.,41 East Main St,Mohawk,NY,13407,Krista Harwick,3155423182.0,,Wednesday  1pm-5pm,June 13-October 10,Y,M,43.01227,-75.00124,N,"(43.01227, -75.00124)"
266,Herkimer,Old Forge Farmers' Market,Park Ave behind Old Forge Hardware,Crosby Blvd and Park Ave,Old Forge,NY,13420,Robin Hill,3153693353.0,http://www.cap-21.org,Friday  1pm-5pm,June 22-October 5,Y,M,43.70893,-74.97286,Y,"(43.70893, -74.97286)"
267,Herkimer,Salisbury Farmers' Market,Town Hall Parking Lot 126 State Route 29A,126 State Route 29A,Salisbury Center,NY,13329,Gina Thompson,3154299102.0,https://www.facebook.com/salisburyfarmersmarket13454/,Friday  9am-1pm,May 25-October 12,Y,P/M,43.14304,-74.78544000000001,N,"(43.14304, -74.78544)"
268,Jefferson,Alexandria Bay Farmers' Market,Kinney Drugs Route 12,21 Route 12,Alexandria Bay,NY,13607,Keri Jobson,3154829531.0,http://www.visitalexbay.org,Friday  9am-3pm,May 25-September 14,N,P/M,44.33191,-75.91425,N,"(44.33191, -75.91425)"
269,Jefferson,Bushgardens Farm Stand,10371 NYS Route 26 Carthage,10371 NYS Route 26,Carthage,NY,13619,Chris Bush,3157838642.0,,Daily  6am-7pm,June 1-November 30,Y,M,43.919540000000005,-75.58686,Y,"(43.91954, -75.58686)"
270,Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",150 Riverside Drive,Carthage,NY,13619,Jeanette Turner,3154933590.0,http://www.carthageny.com,Friday  7am-2pm,May 25-October 26,Y,P/M,43.977140000000006,-75.61247,N,"(43.97714, -75.61247)"
271,Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle 425 Mary St.,425 Mary Street,Clayton,NY,13624,Tricia Bannister,3156863771.0,http://www.1000islands-clayton.com,Thursday  10am-4pm,June 7-October 18,Y,M,44.23992,-76.08508,N,"(44.23992, -76.08508)"
272,Jefferson,Tickle the Earth Farm Stand,13501 County Route 155  Adams Center,13501 County Route 155,Adams Center,NY,13601,Almeda Grandjean,3155835660.0,,Daily  10am-6pm,June 2-October 27,Y,M,43.88524,-75.94957,N,"(43.88524, -75.94957)"
273,Jefferson,Watertown Farm & Craft Market,"317 Washington St. , Dulles State Office Bldg.",317 Washington Street,Watertown,NY,13601,Kylie Peck,3157884400.0,http://www.watertownny.com,Wed 6:30am-3pm,May 23-October 10,Y,P/M,43.97173,-75.91116,Y,"(43.97173, -75.91116)"
274,Jefferson,Watertown Saturday Farmers' Market,"Pavilion at J.B. Wise , 175 Black River Pkway",175 Black River Parkway,Watertown,NY,13601,Shawn Chamberlain,3154081088.0,https://www.facebook.com/Watertown-Saturday-Farmers-Market-106662177762/,Saturday  9am-2pm,June 2-October 27,Y,M,43.97651,-75.90988,N,"(43.97651, -75.90988)"
275,Jefferson,Windswept Meadows Farm Stand,17025 Cty Rt 68  Watertown,17025 County Road 68,Watertown,NY,13601,Delta Keeney,3157881933.0,http://www.keeneyswindsweptmeadowsfarm.com,Daily  10am-8pm,June 18-October 29,Y,M,43.917840000000005,-75.87206,Y,"(43.91784, -75.87206)"
276,Kings,4th Ave. Sunset Park Greenmarket,4th Ave. btwn 59th & 60th Sts.,4th Ave and 60th St,Brooklyn,NY,11220,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,July 7-November 17,Y,M,40.640809999999995,-74.01836,Y,"(40.64081, -74.01836)"
277,Kings,6th Ave. Sunset Park Greenmarket,44th St. at 6th Ave.,44th Street at 6th Avenue,Brooklyn,NY,11220,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,July 7-November 17,Y,M,40.64711,-74.00463,Y,"(40.64711, -74.00463)"
278,Kings,Bartel-Pritchard Square Sunday Greenmarket,Prospect Park West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/brooklyn/bartel-pritchard-square-wed,"Sunday  8am-3pm, Opens May 6, 2018",Year-round,Y,YR,40.660940000000004,-73.97979000000001,Y,"(40.66094, -73.97979)"
279,Kings,Bartel-Pritchard Square Wed Greenmarket,Prospect Park West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Wednesday 8am-3ppm,Year-round,Y,YR,40.6616,-73.97939000000001,Y,"(40.6616, -73.97939)"
280,Kings,Bay Ridge Greenmarket,3rd Ave. & 95th St. inside Walgreen's parking lot,Third Ave and 95th St,Brooklyn,NY,11209,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 5-November 17,Y,P/M,40.61724,-74.03362,Y,"(40.61724, -74.03362)"
281,Kings,Bensonhurst Greenmarket,18th Ave. btwn 81st & 82nd Sts.,8100 18th Ave,Brooklyn,NY,11214,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,June 3-November 25,Y,M,40.60958,-73.99944,Y,"(40.60958, -73.99944)"
282,Kings,Borough Park Greenmarket,14th Ave. btwn 49th & 50th Sts.,14th Ave and 49th St,Brooklyn,NY,11219,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 5-November 15,Y,M,40.6337,-73.98992,Y,"(40.6337, -73.98992)"
283,Kings,Brooklyn Borough Hall Saturday Greenmarket,Court & Montague Sts. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Saturday 8am-5pm,Year-round,Y,YR,40.693740000000005,-73.99043,Y,"(40.69374, -73.99043)"
284,Kings,Brooklyn Borough Hall Thursday Greenmarket,Court & Montague Sts. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,Y,YR,40.693740000000005,-73.99043,Y,"(40.69374, -73.99043)"
285,Kings,Brooklyn Borough Hall Tuesday Greenmarket,Court & Montague Sts. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/brooklyn/boro-hall-sa,Tuesday  8am-5pm,Year-round,Y,YR,40.693740000000005,-73.99043,Y,"(40.69374, -73.99043)"
286,Kings,Brownsville Pitkin Youthmarket,Pitkin Ave. btwn Thomas Boyland & Amboy Sts.,Pitkin Avenue and Thomas Boyland Street,Brooklyn,NY,11212,Kori Petrovic,2127887900.0,http://www.grownyc.org/youthmarket,Saturday  9am-2pm,July 7-November 17,Y,M,40.669259999999994,-73.91356,Y,"(40.66926, -73.91356)"
287,Kings,Brownsville Rockaway Youthmarket,Rockaway Ave btwn Livonia & Dumont Aves.,Rockaway Ave and Livonia Ave,Brooklyn,NY,11212,Kori Petrovic,2127887900.0,http://www.grownyc.org/youthmarket,Friday  11am-4pm,July 6-November 16,Y,M,40.66255,-73.90895,Y,"(40.66255, -73.90895)"
288,Kings,Bushwick Maria Hernandez Pk Farmers' Market,Knickerbocker Ave @ Starr & Suydam,Knickerbocker Avenue,Brooklyn,NY,11206,Michael Klidas,7184164597.0,http://www.riseboro.org,Saturday  9am-3pm,May 19-December 15,Y,P/M,40.70257,-73.92497,Y,"(40.70257, -73.92497)"
289,Kings,Bushwick Rheingold Archway Farmers' Market,553 Bushwick Ave.,533 Bushwick Avenue,Brooklyn,NY,11206,Michael Klidas,7184164597.0,http://www.riseboro.org,Sunday  10am-4pm,May 20-December 16,Y,P/M,40.69958,-73.93574,Y,"(40.69958, -73.93574)"
290,Kings,Carroll Gardens Greenmarket,Carroll St. btwn Smith & Court Sts.,Carroll St and Court St,Brooklyn,NY,11231,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,Sunday  8am-2pm,Year-round,Y,YR,40.681059999999995,-73.99653,Y,"(40.68106, -73.99653)"
291,Kings,Coney Island Farm Stand,Surf Ave. & W. 16th St.,Surf Ave and West 16th Street,Brooklyn,NY,11224,Rocco Brescia,9178739261.0,http://www.friendsofkaiserpark.com,Sunday  7am-3pm,July 8-November 18,Y,M,40.57542,-73.98337,Y,"(40.57542, -73.98337)"
292,Kings,Cortelyou Greenmarket,Cortelyou Rd. btwn Argyle & Rugby Rds.,1399 Cortelyou Rd,Brooklyn,NY,11226,Pam Knepper,2127887900.0,http://www.grownyc.org/greenmarket/brooklyn/cortelyou,Sunday  8am-3pm,Year-round,Y,YR,40.640440000000005,-73.96616999999999,Y,"(40.64044, -73.96617)"
